name,categories,address,price,likes,photos,tips,rating,ratingSignals,has_rating,signals_band,engagement
Surround (سراوند),"Breakfast Spot, Burger Joint","Prince Turki Al Awwal Rd., الرياض 12373, المملكة العربية السعودية",Cheap,3225.0,4353,366,8.9,2009.0,1,500+,7944.0
Luloua Restaurant (مطعم بيت اللؤلؤة),Shawarma Place,"Takhassusi St. (Sultan Bin Abdulaziz), الرياض 12313, المملكة العربية السعودية",Cheap,1620.0,808,392,8.8,2009.0,1,500+,2820.0
Maharaja ِEast by Vineet (مهراجا),Indian Restaurant,"King Mohammed V St. (Tahlia St.), الرياض 11492, المملكة العربية السعودية",Expensive,1444.0,881,602,8.5,2006.0,1,500+,2927.0
مذهلة | قهوة مختصة,"Coffee Shop, Café","Abi Bakr As Siddiq Rd (Abi Bakr As Siddiq Branch Rd), الرياض 12475, المملكة العربية السعودية",Cheap,1575.0,13919,355,8.6,2003.0,1,500+,15849.0
Tokyo,"Japanese Restaurant, Sushi Restaurant","Northern Ring Rd., الرياض 13311, المملكة العربية السعودية",Moderate,1657.0,4776,376,9.3,2002.0,1,500+,6809.0
Dose Cafe (دوز),Coffee Shop,"Riyadh Park Mall, الرياض 13511, المملكة العربية السعودية",Cheap,1558.0,8429,205,8.4,1994.0,1,500+,10192.0
Bistro by Tao (بيسترو من تاو),"Bistro, Café","Njoud Mall, الرياض, المملكة العربية السعودية",Moderate,1335.0,2785,596,7.6,1992.0,1,500+,4716.0
Tea Club (نادي الشاي),Tea Room,"King Abdelaziz Rd (The Plaza), الرياض, المملكة العربية السعودية",Moderate,1413.0,3291,573,8.0,1988.0,1,500+,5277.0
Starbucks (ستاربكس),Coffee Shop,"Oruba Street (Al Olaya St), الرياض, المملكة العربية السعودية",Moderate,1514.0,4078,235,8.3,1974.0,1,500+,5827.0
Mirage (ميراج),Chinese Restaurant,"Ar Rahmaniyah (Orouba St.), الرياض 12342, المملكة العربية السعودية",Moderate,1442.0,1041,379,8.3,1970.0,1,500+,2862.0
Cafune (كافونيه),"Restaurant, Café","King Abdulaziz Rd., الرياض, المملكة العربية السعودية",Moderate,1401.0,3749,667,6.7,1967.0,1,500+,5817.0
Yokari (يوكاري),"Japanese Restaurant, Sushi Restaurant","Centria (Tahlia St), الرياض, المملكة العربية السعودية",Very Expensive,1400.0,2278,636,8.8,1956.0,1,500+,4314.0
Ôplaisir (أوبليزير),French Restaurant,"Takhassusi St (Al Imam Saud  Ibn Abdulaziz Branch Rd), الرياض, المملكة العربية السعودية",Expensive,1419.0,2129,625,8.8,1946.0,1,500+,4173.0
Diamond (دايموند),Asian Restaurant,"Localizer Mall (at Prince Mohammed Bin Abdulaziz St), الرياض 12222, المملكة العربية السعودية",Expensive,1441.0,1464,428,8.6,1937.0,1,500+,3333.0
Volume Coffee Roasters,"Coffee Roaster, Coffee Shop","Thumamah Rd. (Thumamah Rd.), الرياض 13315, المملكة العربية السعودية",Nan,1489.0,13948,391,8.4,1929.0,1,500+,15828.0
Najd Village (القرية النجدية),Middle Eastern Restaurant,"Abu Bakr Aseddiq St. (King Abdullah Rd.), الرياض, المملكة العربية السعودية",Moderate,1459.0,2474,361,8.3,1926.0,1,500+,4294.0
Mama Noura (ماما نورة),Middle Eastern Restaurant,"King Abdullah Rd., الرياض, المملكة العربية السعودية",Cheap,1596.0,725,271,9.1,1914.0,1,500+,2592.0
GODIVA (جوديڤا),"Chocolate Shop, Dessert Shop","Takhasussi St (Takhasussi St.), الرياض, المملكة العربية السعودية",Nan,1590.0,1821,334,9.1,1904.0,1,500+,3745.0
Marble Slab Creamery (ماربل سلاب آيسكريم),Ice Cream Shop,"Takhassusi St., الرياض, المملكة العربية السعودية",Moderate,1500.0,1079,402,9.0,1904.0,1,500+,2981.0
COYARD Coffee Roasters (كويارد),Coffee Shop,"King Abdulaziz Rd. (King Abdulaziz Rd.), الرياض 12431, المملكة العربية السعودية",Cheap,1507.0,8865,423,9.1,1901.0,1,500+,10795.0
Piatto (بياتو),"Italian Restaurant, Pizza Place","King Abdullah Rd (Al Sonobar, King Abdullah), الرياض 12451, المملكة العربية السعودية",Moderate,1441.0,995,280,8.3,1897.0,1,500+,2716.0
Chimney Cake Bistro (تشيمني كيك),Café,"Othman Bin Affan Rd, الرياض, المملكة العربية السعودية",Cheap,1192.0,4153,538,7.1,1890.0,1,500+,5883.0
Fairouz Garden (فيروز جاردن),"Lebanese Restaurant, Middle Eastern Restaurant","طريق الملك فهد (King Fahad Rd.), الرياض, المملكة العربية السعودية",Expensive,1242.0,2202,417,6.9,1873.0,1,500+,3861.0
Starbucks (ستاربكس),Coffee Shop,"Centro Nakheel (Northen Ring Rd), الرياض, المملكة العربية السعودية",Cheap,1660.0,3602,147,9.3,1851.0,1,500+,5409.0
Dhahia Juice (عصير الضاحية),Juice Bar,"Prince Turki Al Awwal Rd., الرياض, المملكة العربية السعودية",Cheap,1574.0,5252,233,9.2,1840.0,1,500+,7059.0
WaterLemon (وترلمون),"Café, Restaurant","Tahlia St (Olaya St), الرياض 12241, المملكة العربية السعودية",Moderate,1235.0,3491,438,7.5,1828.0,1,500+,5164.0
7 Ribs (٧ اضلاع),"BBQ Joint, Steakhouse","Anas Ibn Malik Rd., الرياض 13521, المملكة العربية السعودية",Moderate,1284.0,4511,465,8.3,1825.0,1,500+,6260.0
Almajles Alkhaliji (المجلس الخليجي),"Middle Eastern Restaurant, Breakfast Spot","Al Imam Abdullah Bin Saud Bin Abdulaziz St. (Khalid bin alwaleed st), الرياض, المملكة العربية السعودية",Moderate,1261.0,1451,360,7.8,1821.0,1,500+,3072.0
32 Grimp (٣٢ قرمب),Seafood Restaurant,"Anas Ibn Malik Rd (Anas Ibn Malik Rd), الرياض 13524, المملكة العربية السعودية",Expensive,1334.0,5971,457,8.7,1820.0,1,500+,7762.0
Villa Cafe (ڤيلا كافيه),"Coffee Shop, Café","King abdulaziz Branch Road (Abdullah Alangary), الرياض 12432, المملكة العربية السعودية",Cheap,1394.0,6287,313,8.4,1815.0,1,500+,7994.0
Johnny Rockets (جوني روكتس),"Burger Joint, American Restaurant","Tahlia St., الرياض 12241, المملكة العربية السعودية",Moderate,1277.0,1704,408,8.0,1811.0,1,500+,3389.0
Cello Lounge,"Italian Restaurant, Lounge","Al Thumamah Rd., الرياض 13315, المملكة العربية السعودية",Moderate,1232.0,4478,439,8.1,1802.0,1,500+,6149.0
Wayne's Coffee (واينز كوفي),Coffee Shop,"Takhassusi St., الرياض, المملكة العربية السعودية",Moderate,1376.0,1602,275,8.3,1794.0,1,500+,3253.0
Verdure (فيردور),"Café, Modern European Restaurant","5058 Prince Muhammad Ibn Abdulaziz Branch Rd, As Sulimaniyah, Riyadh 12243 7061, Saudi Arabia (Ahmad Bin Afif Street), الرياض 12243, المملكة العربية السعودية",Cheap,1456.0,3251,544,8.4,1790.0,1,500+,5251.0
Sushi Yoshi (سوشي يوشي),Sushi Restaurant,"Prince Abdulaziz Bin Musaed Bin Jalawi St (Tahlia St), الرياض, المملكة العربية السعودية",Expensive,1240.0,1229,438,8.0,1783.0,1,500+,2907.0
The Butcher Shop & Grill (ذا بوتشر شوب اند قريل),Steakhouse,"Northern Ring Rd, Exit 6. (Exit 6 & 7), الرياض, المملكة العربية السعودية",Expensive,1311.0,1553,375,8.3,1777.0,1,500+,3239.0
Tomahawk (توماهوك),"BBQ Joint, Burger Joint","Imam Saud Bin Faisal St, الرياض 11375, المملكة العربية السعودية",Moderate,1277.0,3436,467,8.4,1776.0,1,500+,5180.0
Tim Hortons (تيم هورتنز),Coffee Shop,"Granada Mall (Eastern Ring), الرياض, المملكة العربية السعودية",Cheap,1309.0,2005,464,8.2,1773.0,1,500+,3778.0
North Coffee,Coffee Shop,"King Fahd Road, الرياض 13515, المملكة العربية السعودية",Cheap,1206.0,12847,273,7.7,1770.0,1,500+,14326.0
Outback Steakhouse (أوتباك ستيك هاوس),Steakhouse,"Localizer Mall, Tahliya St. (Prince Sultan bin Abdulaziz St.), الرياض, المملكة العربية السعودية",Expensive,1179.0,2050,522,7.9,1765.0,1,500+,3751.0
Steak 'n Shake (ستيك اند شيك),"American Restaurant, Burger Joint","Sultan Bin Abdulaziz st (Dhabab St), المملكة العربية السعودية",Moderate,1150.0,559,341,6.9,1762.0,1,500+,2050.0
COSMO,Coffee Shop,"Prince Turki Ibn Abdulaziz Al Awwal Rd., الرياض 13512, المملكة العربية السعودية",Cheap,1344.0,11727,208,8.5,1760.0,1,500+,13279.0
PAUL (پول),"French Restaurant, Café, Bakery","Nothern Ring Rd (Alahmadi St.), الرياض 12478, المملكة العربية السعودية",Expensive,1285.0,1833,370,8.1,1760.0,1,500+,3488.0
Alchemy Coffee Roasters (الكَمِي للقهوة المختصة),Coffee Shop,"King Abdulaziz Rd, الرياض 13321, المملكة العربية السعودية",Cheap,1342.0,2775,303,8.4,1752.0,1,500+,4420.0
Cilicia (سيليسيا),Eastern European Restaurant,"King Fahad Rd, الرياض, المملكة العربية السعودية",Moderate,1164.0,888,462,7.3,1748.0,1,500+,2514.0
Rozana Lounge (روزنة لاونج),"Lounge, Breakfast Spot, Theme Restaurant","Takhasusi Road (King Fahd Rd), الرياض, المملكة العربية السعودية",Expensive,1157.0,2615,501,7.8,1713.0,1,500+,4273.0
KIVAHAN COFFEE (كيڤا هان كافيه),Coffee Shop,"Uthman Ibn Affan Rd (at Al Hussain Ibn Ali St), الرياض 13313, المملكة العربية السعودية",Cheap,1164.0,3076,331,7.5,1711.0,1,500+,4571.0
My Life Coffee (ماي لايف كافيه),"Coffee Shop, Café","An Nakhil, Riyadh 12384 4294, Saudi Arabia (Takhassusi St), الرياض 12384, المملكة العربية السعودية",Cheap,1199.0,5828,332,8.0,1708.0,1,500+,7359.0
dr.CAFE COFFEE (د. كيف),"Coffee Shop, Café, Sandwich Place","Makkah Road (Abi Al Arab Street), الرياض 11566, المملكة العربية السعودية",Cheap,1257.0,1553,727,8.1,1705.0,1,500+,3537.0
Signature (سجنتشر),Juice Bar,"Othman Bin Affan Rd, الرياض, المملكة العربية السعودية",Cheap,1408.0,1496,241,8.9,1704.0,1,500+,3145.0
Sulalat Coffee (سلالات القهوة),"Coffee Roaster, Coffee Shop, Café","Makkah Branch Road (Exit 13), الرياض 12821, المملكة العربية السعودية",Nan,1405.0,11098,318,8.7,1699.0,1,500+,12821.0
Pan Breeza Lounge (بان بريزا لاونج),"Breakfast Spot, Restaurant, Lounge","King Abdulaziz Rd (Prince Saud Bin Mohammed Bin Muqrin Rd), الرياض, المملكة العربية السعودية",Cheap,1475.0,1574,534,8.2,1697.0,1,500+,3583.0
Golden Kangaroo (الكنغر الذهبي),Coffee Shop,"Unayzah St, الرياض 14213, المملكة العربية السعودية",Cheap,1374.0,12714,406,9.1,1692.0,1,500+,14494.0
Starbucks (ستاربكس),Coffee Shop,"Northern Ring Rd (Rubeen Plaza), الرياض 13512, المملكة العربية السعودية",Cheap,1475.0,5059,132,9.1,1685.0,1,500+,6666.0
Amaly (آمالي),Indian Restaurant,"Al Ghadir, Riyadh 13311 (North Ring Road), الرياض 13311, المملكة العربية السعودية",Moderate,1140.0,3218,475,8.3,1680.0,1,500+,4833.0
Buffalo Wild Wings (بافالو وايلد وينجز),Wings Joint,"Northern Ring Branch Rd, Exit 7, Near Al Wadi Park, Al Wadi (Uthman Ibn Affan), الرياض 13313, المملكة العربية السعودية",Cheap,1279.0,2081,293,8.7,1674.0,1,500+,3653.0
PAUL (پول),"French Restaurant, Bakery, Café","Nakheel Mall (Othman Bin Affan St.), الرياض 12483, المملكة العربية السعودية",Moderate,1297.0,1764,257,8.5,1670.0,1,500+,3318.0
Serafina (سيرافينا),Italian Restaurant,"3831 Makkah Al Mukarramah Branch Road (Umm Al Hamam Al Sharqi,), الرياض 12721, المملكة العربية السعودية",Moderate,1070.0,1218,471,7.7,1670.0,1,500+,2759.0
SPOUT (سباوت),Coffee Shop,"The Zone (Takhassusi St), الرياض 12362, المملكة العربية السعودية",Cheap,1183.0,12698,280,8.0,1669.0,1,500+,14161.0
Nando's (ناندوز),Portuguese Restaurant,"Rubeen Plaza (Northern Ring Branch Rd.), الرياض 12385, المملكة العربية السعودية",Moderate,1066.0,1650,436,7.2,1668.0,1,500+,3152.0
Al Reef Al Lebnani (الريف اللبناني),Lebanese Restaurant,"Al Tahlia St., الرياض, المملكة العربية السعودية",Expensive,1203.0,1291,374,7.7,1665.0,1,500+,2868.0
Maward (ماء ورد),Lebanese Restaurant,"ركال بلازا (انس بن مالك), الرياض, المملكة العربية السعودية",Nan,1529.0,2286,385,8.1,1660.0,1,500+,4200.0
AlSunbulah (غصن السنبلة),Shawarma Place,"4043 Musa Ibn Nusair St. (Mousa Bin Nusair St.), الرياض, المملكة العربية السعودية",Cheap,1247.0,884,284,8.3,1655.0,1,500+,2415.0
REGAL BURGER (برجر ريببلك),"Burger Joint, American Restaurant","Abi Bakr Al Siddiq Rd., الرياض 13322, المملكة العربية السعودية",Cheap,1146.0,2139,476,8.4,1638.0,1,500+,3761.0
dip n dip (ديب إن ديب),"Café, Dessert Shop","Tahlia St, الرياض, المملكة العربية السعودية",Moderate,1052.0,819,324,6.7,1638.0,1,500+,2195.0
Kanakah Café (كنكة),"Coffee Shop, Café","King Abdulaziz Rd., الرياض 13326, المملكة العربية السعودية",Cheap,1348.0,13139,269,9.1,1633.0,1,500+,14756.0
Lamis (لميس),"Middle Eastern Restaurant, Breakfast Spot, Mediterranean Restaurant","King Muhammad Al Khamees St (at Tahliah St), الرياض, المملكة العربية السعودية",Moderate,1129.0,1970,473,8.2,1605.0,1,500+,3572.0
BOOZE Speciality Coffee Bar,Coffee Shop,"Prince Sultan Bin Abdulaziz St (Prince Sultan Bin Abdulaziz Street), الرياض 12312, المملكة العربية السعودية",Cheap,1089.0,6993,228,7.6,1603.0,1,500+,8310.0
Burj Al Hamam (برج الحمام),Lebanese Restaurant,"Takhasussi St. (شارع الزهراوي), الرياض, المملكة العربية السعودية",Expensive,1245.0,843,330,8.3,1598.0,1,500+,2418.0
Zaatar w Zeit (زعتر و زيت),Restaurant,"Saeed Bin Zaid St (Cordoba Center), الرياض, المملكة العربية السعودية",Expensive,1300.0,697,242,8.8,1583.0,1,500+,2239.0
P. F. Chang's,Chinese Restaurant,"Imam Abdullah Ibn Saud Ibn Abdulaziz Branch Rd, Ash Shuhada (Sidra Restaurants), الرياض 13241, المملكة العربية السعودية",Cheap,1211.0,3888,346,8.8,1581.0,1,500+,5445.0
Bicicleta Coffee Shop (بسكلته),Coffee Shop,"Inside Personage (Prince Saud Bin Muhammed), الرياض 13713, المملكة العربية السعودية",Cheap,1208.0,4702,220,8.2,1562.0,1,500+,6130.0
RECIPE Café (ريسبي كافية),Café,"8006 King Abdul Aziz Rd, Ar Rabi, Riyadh 13315 4461 King Abdul Aziz Rd, Ar Rabi, Riyadh 13315 4461, الرياض 13315, المملكة العربية السعودية",Cheap,1264.0,1536,329,8.2,1560.0,1,500+,3129.0
topkapi (طوب كابي),Turkish Restaurant,"Tahlia St (at Olaya St), الرياض 12313, المملكة العربية السعودية",Moderate,1079.0,1112,447,7.8,1558.0,1,500+,2638.0
Starbucks (ستاربكس),Coffee Shop,"Exit 9 (Ash-Shohda), الرياض 13241, المملكة العربية السعودية",Cheap,1385.0,9375,156,9.4,1557.0,1,500+,10916.0
SHiRO (شيرو),Sushi Restaurant,"Northern Ring Rd. (Northen Ring), الرياض 13311, المملكة العربية السعودية",Moderate,1215.0,3049,321,8.9,1554.0,1,500+,4585.0
Sushi Yoshi (سوشي يوشي),Sushi Restaurant,"King Abdulaziz Rd (King Abdulaziz St.), الرياض 13311, المملكة العربية السعودية",Moderate,1062.0,856,348,7.8,1554.0,1,500+,2266.0
Ristretto Cafe (ريستريتو كافيه),Coffee Shop,"Musa Bin Nusair St. (Musa bin Nasser St.), الرياض 12333, المملكة العربية السعودية",Cheap,1167.0,5043,370,8.6,1552.0,1,500+,6580.0
Food Trucks @ Turki Alawwal (عربات طعام تركي الأول),"Food Truck, Street Food Gathering","Anas bin Malek, الرياض, المملكة العربية السعودية",Cheap,1341.0,5055,84,9.1,1550.0,1,500+,6480.0
Grill It (جريل ات),"BBQ Joint, Fast Food Restaurant, Burger Joint","Othman bin Affan Rd (طريق الأمير سعود بن محمد بن مقرن), الرياض, المملكة العربية السعودية",Moderate,1151.0,428,403,8.3,1550.0,1,500+,1982.0
Köşebaşı (كوشي باشي),Turkish Restaurant,"Prince Mohammad bin Abdulaziz Rd, الرياض, المملكة العربية السعودية",Expensive,1025.0,1211,451,7.3,1549.0,1,500+,2687.0
Tutti Cafe (أنواع القهوة),Café,"Exit 5, الرياض, المملكة العربية السعودية",Moderate,1232.0,855,297,8.7,1543.0,1,500+,2384.0
