name,categories,address,price,likes,photos,tips,rating,ratingSignals,has_rating,signals_band,engagement
قهوة مختصة وأكثر,Coffee Shop,"Anas Bin Malek, الرياض 13321, المملكة العربية السعودية",Cheap,5.0,26,1,,,0,,32.0
Coffee breeze (نسيم القهوة),Coffee Shop,"انس بن مالك, الرياض, المملكة العربية السعودية",Cheap,5.0,12,4,,,0,,21.0
Dewan Village (ديوان القهوة),Coffee Shop,"Al yasmin (King Abdulaziz Rd with Anas Bin Malak), الرياض 13321, المملكة العربية السعودية",Cheap,5.0,35,0,,,0,,40.0
DD For CCC,Donut Shop,"ابو بكرا الصديق (الفجر), الرياض 13323, المملكة العربية السعودية",Cheap,5.0,21,1,,,0,,27.0
منيو بيتزا,Pizza Place,"Shaikh Hasan Ibn Hussain Ibn Ali Rd, الرياض 13245, المملكة العربية السعودية",Cheap,5.0,3,3,,,0,,11.0
Nevana Coffee (نيثانا كافيه),Coffee Shop,"الرياض 13253, المملكة العربية السعودية",Cheap,5.0,5,0,,,0,,10.0
مطعم ومندي نور حضرموت,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,5.0,0,1,,,0,,6.0
Gloria Jean's Coffees,Coffee Shop,"Tamkeen Tower (al olaya street), الرياض 13325, المملكة العربية السعودية",Cheap,5.0,21,0,,,0,,26.0
بيتزا اكسبريس,Pizza Place,"الياسمين, الرياض, المملكة العربية السعودية",Cheap,5.0,8,1,,,0,,14.0
بوفية ليبتون,Cafeteria,المملكة العربية السعودية,Nan,5.0,5,0,,,0,,10.0
مطاعم مشخول,Diner,"حي المرسلات (طريق الإمام سعود بن محمد), الرياض, المملكة العربية السعودية",Cheap,5.0,4,0,,,0,,9.0
قمرية,Dessert Shop,"قرطبه -شارع الحسن بن حسين, الرياض, المملكة العربية السعودية",Cheap,5.0,2,1,,,0,,8.0
دار زمان للقيمات,Bakery,"الرياض 13253, المملكة العربية السعودية",Cheap,5.0,1,0,,,0,,6.0
Dara Cafe,Café,"King Abdul Aziz (King Salman), الرياض, المملكة العربية السعودية",Cheap,5.0,1,0,,,0,,6.0
شاهي على الحطب من الآخر,Café,"الرياض (التخصصي), الرياض 13248, المملكة العربية السعودية",Cheap,5.0,18,2,,,0,,25.0
الكنفاني,Pastry Shop,"Qurtoba (Shaikh Hasan ibn hussain), الرياض, المملكة العربية السعودية",Nan,5.0,7,1,,,0,,13.0
ايرث كافيه,Café,"الرياض 13531, المملكة العربية السعودية",Cheap,5.0,11,0,,,0,,16.0
Dooh (دوه),"Restaurant, Lebanese Restaurant, Egyptian Restaurant","الرياض, المملكة العربية السعودية",Moderate,5.0,9,3,,,0,,17.0
Barncafe,Café,"الرياض 13421, المملكة العربية السعودية",Cheap,5.0,18,0,,,0,,23.0
Najdi Restaurants (مطاعم نجدي),Restaurant,"Ashaikh Jaber Alahmed Alsabah (Prince Saud Bin Mohammed Bin Muqrin), الرياض, المملكة العربية السعودية",Moderate,5.0,3,2,,,0,,10.0
شيشة روبن,Coffee Shop,"الرياض 13531, المملكة العربية السعودية",Cheap,5.0,4,1,,,0,,10.0
شاهي ابو تركي,Cafeteria,المملكة العربية السعودية,Nan,5.0,2,0,,,0,,7.0
كوفي تايم,Coffee Shop,المملكة العربية السعودية,Cheap,5.0,2,2,,,0,,9.0
Burger House,Burger Joint,"Station A4, الرياض 13415, المملكة العربية السعودية",Cheap,5.0,7,0,,,0,,12.0
Coffee.Tea.Area. | كافتيريا,Cafeteria,"الرياض 13415, المملكة العربية السعودية",Nan,5.0,5,0,,,0,,10.0
Burger brown,Burger Joint,"الرياض 13337, المملكة العربية السعودية",Cheap,5.0,11,1,,,0,,17.0
Community Center - Dinning Hall,Diner,"KAPSARC (Airport road), الرياض, المملكة العربية السعودية",Cheap,5.0,12,0,,,0,,17.0
RANOSH,Juice Bar,"ساسكو المطار (طريق الملك سلمان), الرياض, المملكة العربية السعودية",Cheap,5.0,7,1,,,0,,13.0
شاورمر Shawrmar,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,5.0,5,0,,,0,,10.0
The Market Place,Middle Eastern Restaurant,"Marriott Riyadh Airport, الرياض 13443, المملكة العربية السعودية",Moderate,5.0,6,2,,,0,,13.0
Pizza Hut (بيتزا هت),Pizza Place,"حي الشفاء (طريق ديراب), الرياض, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
سيارة ايسكريم 2020,Ice Cream Shop,"Alkhaleefa Almamoon street (Ash Shifa), الرياض 14725, المملكة العربية السعودية",Cheap,4.0,7,0,,,0,,11.0
موز ولوز,Coffee Shop,"الرياض 14966, المملكة العربية السعودية",Cheap,4.0,10,1,,,0,,15.0
بيت الشواية,Kurdish Restaurant,"الرياض 14964, المملكة العربية السعودية",Nan,4.0,1,0,,,0,,5.0
Juice & Snack (خفيف وعصير),"Snack Place, Juice Bar","Almatri St, الرياض 14964, المملكة العربية السعودية",Cheap,4.0,11,1,,,0,,16.0
بوفية سندويشات,Breakfast Spot,"حي الحزم (ش المشتل), الرياض, المملكة العربية السعودية",Cheap,4.0,0,0,,,0,,4.0
حلويات المملكة,Dessert Shop,"طريق ديراب ، حمزة بن عبدالمطلب, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
Elt Cafe,"Café, Coffee Shop","الرياض 14964, المملكة العربية السعودية",Cheap,4.0,31,1,,,0,,36.0
مطعم اسطنبول الخضراء,Turkish Restaurant,"شارع ابن تيميه (الستين), الرياض 14724, المملكة العربية السعودية",Moderate,4.0,2,1,,,0,,7.0
Adress Cafe,Café,"Alshifa (Ibn Taymeeyah Rd), الرياض 14721, المملكة العربية السعودية",Cheap,4.0,14,1,,,0,,19.0
مذاق ورق عنب,Restaurant,"الرياض 14724, المملكة العربية السعودية",Moderate,4.0,7,1,,,0,,12.0
مطعم شاورما الشيف,Middle Eastern Restaurant,"3837 Imam Malek Road (Umm Ammarah), الرياض 14724, المملكة العربية السعودية",Moderate,4.0,13,3,,,0,,20.0
شاورما بلس,Shawarma Place,"طريق نجم الدين الايوبي (مقابل دانكن دونتس), الرياض, المملكة العربية السعودية",Nan,4.0,2,0,,,0,,6.0
مونترو,Coffee Shop,"الرياض 14713, المملكة العربية السعودية",Cheap,4.0,20,0,,,0,,24.0
مضغوط حاشي باشا,Middle Eastern Restaurant,"Ibn Taymyah St., الرياض 14724, المملكة العربية السعودية",Moderate,4.0,2,1,,,0,,7.0
Macdonald's,"Middle Eastern Restaurant, Fast Food Restaurant",المملكة العربية السعودية,Moderate,4.0,3,1,,,0,,8.0
Roma Way,Italian Restaurant,"الرياض 14332, المملكة العربية السعودية",Moderate,4.0,3,0,,,0,,7.0
salam mall (بيت الدونات),Donut Shop,"سلام مول | Salam Mall (الدائري الغربي), الرياض, المملكة العربية السعودية",Cheap,4.0,6,0,,,0,,10.0
AlSaaj AlReefi (الصاج الريفي),Breakfast Spot,المملكة العربية السعودية,Cheap,4.0,0,0,,,0,,4.0
Porto Cafe,Café,"الرياض 14924, المملكة العربية السعودية",Cheap,4.0,15,3,,,0,,22.0
Ice Cream Rolls (ايسكريم رولز),Ice Cream Shop,"شارع ابن تيمية, الرياض 14716, المملكة العربية السعودية",Cheap,4.0,10,2,,,0,,16.0
Shawrma-plus,Shawarma Place,"الرياض 14713, المملكة العربية السعودية",Nan,4.0,3,2,,,0,,9.0
مطعم أبو سامي للوجبات السريعة,American Restaurant,المملكة العربية السعودية,Moderate,4.0,3,0,,,0,,7.0
يامال الشام,Middle Eastern Restaurant,"Western Ring Rd, Riyadh, المملكة العربية السعودية",Moderate,4.0,7,2,,,0,,13.0
Java Cafe (جافا كافيه),Coffee Shop,"طريق الدائري الغربي (طريق المدينة المنورة), الرياض, المملكة العربية السعودية",Cheap,4.0,6,0,,,0,,10.0
مطبق عماد ألفت الحلواني Emad Alhalawani Mutabaq,Restaurant,"الرياض 14713, المملكة العربية السعودية",Moderate,4.0,2,2,,,0,,8.0
Coffee Moments (لحظات القهوة),Café,"Abdul Qadir Al-Jaziri St., الرياض, المملكة العربية السعودية",Cheap,4.0,12,2,,,0,,18.0
Lee Azz Coffee,Café,"الرياض, المملكة العربية السعودية",Cheap,4.0,29,1,,,0,,34.0
Dunkin Donut,Donut Shop,المملكة العربية السعودية,Cheap,4.0,0,0,,,0,,4.0
مطعم كرم شامي,Restaurant,"الرياض 12986, المملكة العربية السعودية",Moderate,4.0,2,2,,,0,,8.0
فلافل عرفه,Falafel Restaurant,المملكة العربية السعودية,Cheap,4.0,9,1,,,0,,14.0
فِريَة البيت للاكلات الكويتية,Restaurant,"العزيزية (شارع الشباب), الرياض 14515, المملكة العربية السعودية",Moderate,4.0,15,1,,,0,,20.0
ديب ان Dip In,Café,"العزيزية (طريق النصر), الرياض, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
Burgerizzer,Burger Joint,"الرياض 12985, المملكة العربية السعودية",Cheap,4.0,8,2,,,0,,14.0
Fatera Hat (فطيرة هات),Pizza Place,"شارع عائشة بنت ابي ابكر, المملكة العربية السعودية",Cheap,4.0,10,4,,,0,,18.0
يوم الفلافل   Al Falafel Day,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,4.0,1,1,,,0,,6.0
Hero Coffee,Coffee Shop,"Al Aziziyah (Mohammed Rashid Rida), الرياض 14515, المملكة العربية السعودية",Cheap,4.0,15,0,,,0,,19.0
مطعم وادي قريش - فرع العزيزية,Breakfast Spot,المملكة العربية السعودية,Cheap,4.0,5,1,,,0,,10.0
جنية للبروستد والشاورما,Fast Food Restaurant,"Mohammad Rashid rida St (Mohammad Rashid rida St), الرياض, المملكة العربية السعودية",Cheap,4.0,0,1,,,0,,5.0
مخابز وحلويات هرفي,Bakery,المملكة العربية السعودية,Cheap,4.0,1,0,,,0,,5.0
Specialist Coffee (متخصص القهوة),"Coffee Shop, Tea Room, Sandwich Place","شارع عائشة بنت أبي بكر (السويدي), الرياض, المملكة العربية السعودية",Cheap,4.0,6,0,,,0,,10.0
مضغوط تهامة,Fried Chicken Joint,"حي العزيزيه شارع الشباب, المملكة العربية السعودية",Cheap,4.0,1,0,,,0,,5.0
فوال الممتاز سابقاً,Falafel Restaurant,المملكة العربية السعودية,Cheap,4.0,1,0,,,0,,5.0
Sizzler House,Mediterranean Restaurant,"Tahaliya Street, الرياض, المملكة العربية السعودية",Moderate,4.0,6,0,,,0,,10.0
B1,Fast Food Restaurant,"الرياض 12983, المملكة العربية السعودية",Cheap,4.0,6,3,,,0,,13.0
هرفي للحلويات,Bakery,"الرياض, المملكة العربية السعودية",Cheap,4.0,3,0,,,0,,7.0
Cup Kiwi (كوب كيوي),Juice Bar,"Saudi Arabia (Alswidi st), الرياض, المملكة العربية السعودية",Cheap,4.0,2,2,,,0,,8.0
بُر و سمن | Burr Wa Samn,Bakery,المملكة العربية السعودية,Cheap,4.0,0,1,,,0,,5.0
Wooden Coffee (القهوة الريفية),Coffee Shop,"شارع ال عباد, الرياض, المملكة العربية السعودية",Cheap,4.0,5,1,,,0,,10.0
ملاذ القهوة,Café,المملكة العربية السعودية,Cheap,4.0,6,3,,,0,,13.0
شعبيات اهل القرية,Restaurant,المملكة العربية السعودية,Moderate,4.0,1,2,,,0,,7.0
Edible Arrangements || ايدبل ارينجمنتس,Ice Cream Shop,"Madina (Madina), الرياض, المملكة العربية السعودية",Cheap,4.0,1,0,,,0,,5.0
فوال ومخبز الضويان,Breakfast Spot,المملكة العربية السعودية,Cheap,4.0,4,0,,,0,,8.0
استراحة راعي الأكورد الداشره,"Café, Auto Garage, Trailer Park","الرياض (P.V4), الرياض 12795, المملكة العربية السعودية",Cheap,4.0,0,2,,,0,,6.0
Burgy,Burger Joint,المملكة العربية السعودية,Cheap,4.0,2,1,,,0,,7.0
Citywok,Chinese Restaurant,"Aziziya, الرياض, المملكة العربية السعودية",Cheap,4.0,16,2,,,0,,22.0
"dr.CAFE COFFEEAnnassr Road, Al Azizia DT",Coffee Shop,"An-nassr Road, العزيزية, المملكة العربية السعودية",Cheap,4.0,2,3,,,0,,9.0
الفطيرة الدمشقية,Arepa Restaurant,"العزيزية (شارع الشباب), الرياض, المملكة العربية السعودية",Cheap,4.0,6,0,,,0,,10.0
حلويات الجار الله,Dessert Shop,"طريق العزيزية (شارع سفيان بن عوف), الرياض 14513, المملكة العربية السعودية",Cheap,4.0,2,1,,,0,,7.0
Wed Café (كافيه ود),Café,"الرياض 12981, المملكة العربية السعودية",Cheap,4.0,4,1,,,0,,9.0
Burger Sheikh شيخ البرغر,Burger Joint,"Riyadh 12981 (Aishah Bin Abi Bakr), الرياض 12981, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
كنافه الكنفالي,Dessert Shop,"شارع عائشه بنت ابي بكر, الرياض, المملكة العربية السعودية",Cheap,4.0,11,3,,,0,,18.0
جاد,African Restaurant,المملكة العربية السعودية,Moderate,4.0,6,3,,,0,,13.0
بروستد اكسبريس,Burger Joint,المملكة العربية السعودية,Cheap,4.0,6,1,,,0,,11.0
شاورمتي Shawermaty,Sandwich Place,"الرياض 12792, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
Ghawar (غوار),Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,4.0,0,0,,,0,,4.0
Dr Cafe,Café,"الرياض 12791, المملكة العربية السعودية",Cheap,4.0,3,0,,,0,,7.0
My kitchen,Wings Joint,المملكة العربية السعودية,Cheap,4.0,4,1,,,0,,9.0
كلمات,Dessert Shop,المملكة العربية السعودية,Cheap,4.0,3,1,,,0,,8.0
B1 Grilled Burger (برجر مشوي),"Burger Joint, BBQ Joint","شارع السويدي (شارع السويدي العام مقابل القصر مول), الرياض, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
قهوة وحلا,Coffee Shop,"الرياض 12693, المملكة العربية السعودية",Cheap,4.0,6,0,,,0,,10.0
بلانيت هوليود,American Restaurant,المملكة العربية السعودية,Moderate,4.0,5,0,,,0,,9.0
طو بى,Persian Restaurant,"الرياض (عائشة بنت ابي بكر), الرياض 12769, المملكة العربية السعودية",Nan,4.0,26,1,,,0,,31.0
B12 Cafe,Café,"الرياض 12782, المملكة العربية السعودية",Cheap,4.0,1,1,,,0,,6.0
برجر كودن,Fast Food Restaurant,"طريق المدينة, الرياض, المملكة العربية السعودية",Cheap,4.0,4,2,,,0,,10.0
Pizza Taç,Pizza Place,المملكة العربية السعودية,Cheap,4.0,1,0,,,0,,5.0
شعبيات سماء وطني,Breakfast Spot,"المنصورة (شارع معن بن زائدة), الرياض, المملكة العربية السعودية",Cheap,4.0,7,1,,,0,,12.0
مطعم ومندي العوبثاني,Restaurant,"حي المنصورة (شارع معن بن زائده), الرياض, المملكة العربية السعودية",Moderate,4.0,3,0,,,0,,7.0
Juice Town,Juice Bar,المملكة العربية السعودية,Cheap,4.0,7,1,,,0,,12.0
Al Sham Sweets,Bakery,"Hijaz street /Al Rajhi building, الرياض 37320, المملكة العربية السعودية",Cheap,4.0,15,0,,,0,,19.0
الشلال الأبيض التركي,Diner,المملكة العربية السعودية,Cheap,4.0,0,0,,,0,,4.0
كولد ستون | Cold Stone Creamery,Creperie,المملكة العربية السعودية,Nan,4.0,2,1,,,0,,7.0
Amo Hamza Resturant (مطعم عمو حمزة),Seafood Restaurant,"حي المنصورة - طريق الخرج, الرياض, المملكة العربية السعودية",Expensive,4.0,2,1,,,0,,7.0
كبدة أبو عبده,Breakfast Spot,المملكة العربية السعودية,Cheap,4.0,5,1,,,0,,10.0
فوال بابصيل,Middle Eastern Restaurant,"الصناعية القديمة, الرياض, المملكة العربية السعودية",Moderate,4.0,40,0,,,0,,44.0
غصن التوت,Fast Food Restaurant,"Mansoura District (Kharj Road), Riyadh, المملكة العربية السعودية",Cheap,4.0,0,1,,,0,,5.0
أبو نعمان فرع رقم ٦,Afghan Restaurant,المملكة العربية السعودية,Moderate,4.0,68,1,,,0,,73.0
INDIAN FOOD (طعام الهند),Indian Restaurant,"حي المنصورة - طريق الخرج, الرياض, المملكة العربية السعودية",Moderate,4.0,7,5,,,0,,16.0
Sultans Village قرية السلاطين,Halal Restaurant,"Almajd Street, الرياض, المملكة العربية السعودية",Nan,4.0,12,5,,,0,,21.0
الكباس,Afghan Restaurant,"الرياض 13784, المملكة العربية السعودية",Moderate,4.0,5,0,,,0,,9.0
دجاج كنتاكي | KFC,Fried Chicken Joint,"Mansoura District (Kharj Road), Riyadh +966, المملكة العربية السعودية",Cheap,4.0,1,0,,,0,,5.0
ماكدونالدز,Burger Joint,"الرياض 13755, المملكة العربية السعودية",Cheap,4.0,3,2,,,0,,9.0
مطعم بوابة الرافدين al rafdain gate,BBQ Joint,المملكة العربية السعودية,Moderate,4.0,1,2,,,0,,7.0
بيت الكتاكيت,Fried Chicken Joint,"ضهرة لبن شارع الشفاء, الرياض, المملكة العربية السعودية",Cheap,4.0,1,0,,,0,,5.0
ko coffee,Café,المملكة العربية السعودية,Cheap,4.0,2,0,,,0,,6.0
Cubes Cafe,Food Truck,"الرياض 13315, المملكة العربية السعودية",Cheap,4.0,12,1,,,0,,17.0
طعم المانجا,Juice Bar,"Al Mansura District Area (Kharj Road), Riyadh, المملكة العربية السعودية",Cheap,4.0,1,0,,,0,,5.0
lider künefe,Dessert Shop,المملكة العربية السعودية,Cheap,4.0,6,0,,,0,,10.0
Alliwan (الليوان),Fast Food Restaurant,"المنصورة (طريق الخرج), الرياض, المملكة العربية السعودية",Cheap,4.0,5,2,,,0,,11.0
مخبز تميس جبن Cheasy Tamees,Afghan Restaurant,المملكة العربية السعودية,Moderate,4.0,7,0,,,0,,11.0
حاشي باشا,Middle Eastern Restaurant,"Zahra Laban (Al-shifa), الرياض 13782, المملكة العربية السعودية",Moderate,4.0,4,1,,,0,,9.0
برقرايزر,Burger Joint,"الرياض 12737, المملكة العربية السعودية",Cheap,4.0,6,1,,,0,,11.0
مطبخ وقرصان عرفات,Halal Restaurant,المملكة العربية السعودية,Nan,4.0,2,1,,,0,,7.0
قهوه خالد,Café,"الديرة, الرياض, الرياض, المملكة العربية السعودية",Cheap,4.0,12,1,,,0,,17.0
مطابخ ومطاعم قصر السدة,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,4.0,15,1,,,0,,20.0
اونصة - قهوة مختصة,Café,"الطريق الدائري الغربي, الرياض 13782, المملكة العربية السعودية",Cheap,4.0,40,1,,,0,,45.0
HIGHWAY 5,"American Restaurant, Burger Joint","الرياض 12565, المملكة العربية السعودية",Moderate,4.0,53,0,,,0,,57.0
F.R.I.E.N.D.S COFFEE,Coffee Shop,"الرياض 12565, المملكة العربية السعودية",Cheap,4.0,49,2,,,0,,55.0
كبدة الي تعور البطن ولذيذة,Asian Restaurant,"الرياض 13781, المملكة العربية السعودية",Moderate,4.0,18,0,,,0,,22.0
HASHEM (فلافل هاشم),Falafel Restaurant,"شارع الشفاء (Exit 33), الرياض, المملكة العربية السعودية",Cheap,4.0,1,0,,,0,,5.0
البيتزا الساخنة,Pizza Place,"مخرج 33 (شارع الشفاء Al Shifa Road), الرياض, المملكة العربية السعودية",Cheap,4.0,2,4,,,0,,10.0
فطير مشلتت شيخ البلد,Restaurant,"الرياض, المملكة العربية السعودية",Moderate,4.0,3,1,,,0,,8.0
الدمياطي,Restaurant,"الرياض, المملكة العربية السعودية",Moderate,4.0,1,1,,,0,,6.0
عصير قصب السكر,Juice Bar,المملكة العربية السعودية,Cheap,4.0,5,0,,,0,,9.0
عصير اليوم Juice Day,Juice Bar,"الرياض 13782, المملكة العربية السعودية",Cheap,4.0,1,1,,,0,,6.0
كون زون,Ice Cream Shop,المملكة العربية السعودية,Cheap,4.0,3,0,,,0,,7.0
برجر بركان الجبن,Burger Joint,المملكة العربية السعودية,Cheap,4.0,2,2,,,0,,8.0
البرج العاجي,Coffee Shop,"الرياض 12932, المملكة العربية السعودية",Cheap,4.0,386,1,,,0,,391.0
4 Twins,Food Truck,"الرياض 12752, المملكة العربية السعودية",Cheap,4.0,5,0,,,0,,9.0
حلا وكافيه,Food Truck,"الرياض 12631, المملكة العربية السعودية",Cheap,4.0,2,2,,,0,,8.0
ابو بشار,Falafel Restaurant,"العطايف, الرياض, المملكة العربية السعودية",Cheap,4.0,16,3,,,0,,23.0
مطعم شعبيات روتي,Middle Eastern Restaurant,"الرياض 12632, المملكة العربية السعودية",Moderate,4.0,2,2,,,0,,8.0
المطعم الحديث للأكلات الشعبية,Restaurant,المملكة العربية السعودية,Moderate,4.0,6,0,,,0,,10.0
Pasalubong Restaurant Batha,Filipino Restaurant,"Batha (Batha), الرياض 11485, المملكة العربية السعودية",Moderate,4.0,3,0,,,0,,7.0
وقت القهوة,Café,المملكة العربية السعودية,Cheap,4.0,3,0,,,0,,7.0
ستاربكس,Coffee Shop,المملكة العربية السعودية,Cheap,4.0,6,0,,,0,,10.0
Chick Buck (شيك بك),Fast Food Restaurant,"Ghurabi (Opposite of Jollibee Philippines), الرياض 11413, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
anthon berge (آنتون بيرغ),Dessert Shop,المملكة العربية السعودية,Cheap,4.0,0,0,,,0,,4.0
مشويات,Turkish Restaurant,"الناصرية (شارع الامير سلطان بن عبدالعزيز رحمه الله), الرياض, المملكة العربية السعودية",Moderate,4.0,2,0,,,0,,6.0
Pizza Land,"Pizza Place, Turkish Restaurant","An Nasiriah, الرياض, المملكة العربية السعودية",Cheap,4.0,1,2,,,0,,7.0
Koufe broasted,Fast Food Restaurant,"Near Omar khattab road, الرياض, المملكة العربية السعودية",Cheap,4.0,14,2,,,0,,20.0
مطعم بخاري,Afghan Restaurant,المملكة العربية السعودية,Moderate,4.0,3,1,,,0,,8.0
SunCafe,Café,المملكة العربية السعودية,Cheap,4.0,1,2,,,0,,7.0
أرياف المملكة للأكلات السعودية,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,4.0,3,1,,,0,,8.0
Cinnabon سينابون,Snack Place,المملكة العربية السعودية,Cheap,4.0,3,1,,,0,,8.0
Passion Cofee (باشن كوفي),Coffee Shop,"الدائري الشرقي (مخرج 16 مواقف رمال سنتر), الرياض, المملكة العربية السعودية",Cheap,4.0,7,0,,,0,,11.0
Costa Coffee (كوستا كوفي),Coffee Shop,"Nojoud Mall مول نجود, المملكة العربية السعودية",Cheap,4.0,0,1,,,0,,5.0
Mahboob,Fast Food Restaurant,"Salah Alddien Street, الرياض 12629, المملكة العربية السعودية",Cheap,4.0,4,1,,,0,,9.0
AlForno Co (TSC),Italian Restaurant,المملكة العربية السعودية,Moderate,4.0,16,3,,,0,,23.0
Mama Roti Cafe,"Café, Bakery","خريص مول, الرياض, المملكة العربية السعودية",Cheap,4.0,3,0,,,0,,7.0
Hyderabad Tea Point,Asian Restaurant,المملكة العربية السعودية,Moderate,4.0,1,0,,,0,,5.0
Al Khafif,Breakfast Spot,"Malaz (Public Administration Institute), الرياض, المملكة العربية السعودية",Cheap,4.0,3,0,,,0,,7.0
Humburgini (همبرقيني),Burger Joint,"Salah Aldyien Alayoubi Road, الرياض, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
ركن هاشم,Falafel Restaurant,"Jarir St., المملكة العربية السعودية",Cheap,4.0,3,2,,,0,,9.0
Auntie Anne's,"German Restaurant, Hot Dog Joint","KACO&LD, الرياض 12713, المملكة العربية السعودية",Moderate,4.0,6,1,,,0,,11.0
Mondo Restaurant,Restaurant,"InterContinental Hotel and Resort, الرياض, المملكة العربية السعودية",Moderate,4.0,1,2,,,0,,7.0
X-Mix Caffè,Coffee Shop,المملكة العربية السعودية,Cheap,4.0,8,3,,,0,,15.0
Kababish,Pakistani Restaurant,"Al Tufika Path, الرياض, المملكة العربية السعودية",Nan,4.0,15,4,,,0,,23.0
Al-Farhan Restaurant,Indian Restaurant,"Main Hara street, الرياض, المملكة العربية السعودية",Moderate,4.0,3,0,,,0,,7.0
Dajen,Fast Food Restaurant,"Shola Mall (King Abdul Aziz Rd.), الرياض 11566, المملكة العربية السعودية",Cheap,4.0,1,8,,,0,,13.0
جافا تايم,Coffee Shop,المملكة العربية السعودية,Cheap,4.0,5,1,,,0,,10.0
Fruit Twig,Juice Bar,"Sharq Plaza, المملكة العربية السعودية",Cheap,4.0,7,1,,,0,,12.0
Al Masa Flower Resturent,Kebab Restaurant,"الرياض, المملكة العربية السعودية",Nan,4.0,0,2,,,0,,6.0
جبر خاطر,Café,"شارع طلحه (شارع طلحه), الرياض 14267, المملكة العربية السعودية",Cheap,4.0,1,9,,,0,,14.0
Herfy (هرفي),"Burger Joint, Fast Food Restaurant","عرقه (عرقه), الرياض, المملكة العربية السعودية",Cheap,4.0,1,0,,,0,,5.0
Red Onion (مطعم البصل الأحمر),Indian Restaurant,المملكة العربية السعودية,Moderate,4.0,4,2,,,0,,10.0
Broasted AlQaesar بروستد القيصر,Fried Chicken Joint,"Dhabab St, المملكة العربية السعودية",Cheap,4.0,3,1,,,0,,8.0
Diyar Al Fateerah Turkish Restaurant,Middle Eastern Restaurant,"Ministry Area, الرياض, المملكة العربية السعودية",Moderate,4.0,0,0,,,0,,4.0
Java Cafe (جافا كافيه),Café,"الرياض 12625, المملكة العربية السعودية",Cheap,4.0,12,0,,,0,,16.0
Al-Arbain Roastery,Coffee Shop,"Al-Malaz, المملكة العربية السعودية",Cheap,4.0,0,1,,,0,,5.0
Food Trucks,Food Truck,"الرياض, المملكة العربية السعودية",Cheap,4.0,6,0,,,0,,10.0
Ranc Restaurant (مطعم  راشن),Turkish Restaurant,المملكة العربية السعودية,Moderate,4.0,1,2,,,0,,7.0
Mercato Coffee,Coffee Shop,"الرياض 14215, المملكة العربية السعودية",Cheap,4.0,8,0,,,0,,12.0
Tom Tom (توم توم),Fast Food Restaurant,المملكة العربية السعودية,Cheap,4.0,7,2,,,0,,13.0
Papa John’s,Pizza Place,"الرياض 12543, المملكة العربية السعودية",Cheap,4.0,2,4,,,0,,10.0
Starbuks,Coffee Shop,"الرياض 12512, المملكة العربية السعودية",Cheap,4.0,19,0,,,0,,23.0
Tango Cafe at Britich Council. Ladys branch,Café,"D.Q, الرياض, المملكة العربية السعودية",Cheap,4.0,5,0,,,0,,9.0
Coffeesip Truck,"Food Truck, Coffee Shop","الرياض 12321, المملكة العربية السعودية",Cheap,4.0,4,1,,,0,,9.0
Fruti Box,Juice Bar,"الرياض 12221, المملكة العربية السعودية",Cheap,4.0,18,2,,,0,,24.0
شاهي أبو فهد,Coffee Shop,"الرياض 12211, المملكة العربية السعودية",Cheap,4.0,5,0,,,0,,9.0
Marriott - Lounge,American Restaurant,المملكة العربية السعودية,Moderate,4.0,14,0,,,0,,18.0
Dunkin Dounts -Saib,Donut Shop,"Saib HQ, الرياض, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
حلويات ركن جهينة,Dessert Shop,"الأمير متعب ين عبد العزيز, الرياض, المملكة العربية السعودية",Cheap,4.0,5,1,,,0,,10.0
فطيرة هات,Pizza Place,المملكة العربية السعودية,Cheap,4.0,1,0,,,0,,5.0
Rosso (روسو),Italian Restaurant,"Othaim Mall (East Ring), الرياض, المملكة العربية السعودية",Moderate,4.0,4,1,,,0,,9.0
House of Donuts,Bakery,المملكة العربية السعودية,Cheap,4.0,4,0,,,0,,8.0
باش كنافة,"Dessert Shop, Coffee Shop","طريق الإمام الشافعي, الرياض 14253, المملكة العربية السعودية",Cheap,4.0,17,5,,,0,,26.0
فوال مكة,Breakfast Spot,المملكة العربية السعودية,Cheap,4.0,0,1,,,0,,5.0
More 7 Cafe,Café,"الرياض 12586, المملكة العربية السعودية",Cheap,4.0,7,1,,,0,,12.0
mango منجو,Juice Bar,"الرياض 12532, المملكة العربية السعودية",Cheap,4.0,3,0,,,0,,7.0
